"","biosample_id","organism","subspecies","strain","host","host_taxid","isolation_source","env_local_scale","collected_by","geo_loc_name","collection_date","first_public","lat_lon","year","type","public.year"
"NZ_CP011620.1","SAMN03024590","Klebsiella pneumoniae",NA,"CAV1344","Homo sapiens",NA,"urine",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2010-12",NA,"38.14 N 78.45 W",2010,"plasmid",NA
"NZ_CP011621.1","SAMN03024590","Klebsiella pneumoniae",NA,"CAV1344","Homo sapiens",NA,"urine",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2010-12",NA,"38.14 N 78.45 W",2010,"plasmid",NA
"NZ_CP011622.1","SAMN03024590","Klebsiella pneumoniae",NA,"CAV1344","Homo sapiens",NA,"urine",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2010-12",NA,"38.14 N 78.45 W",2010,"plasmid",NA
"NZ_CP011624.1","SAMN03024590","Klebsiella pneumoniae",NA,"CAV1344","Homo sapiens",NA,"urine",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2010-12",NA,"38.14 N 78.45 W",2010,"chromosome",NA
"NZ_CP011575.1","SAMN03024610","Klebsiella pneumoniae",NA,"CAV1392","Homo sapiens",NA,"sputum",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2011-03",NA,"38.14 N 78.45 W",2011,"plasmid",NA
"NZ_CP011576.1","SAMN03024610","Klebsiella pneumoniae",NA,"CAV1392","Homo sapiens",NA,"sputum",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2011-03",NA,"38.14 N 78.45 W",2011,"plasmid",NA
"NZ_CP011578.1","SAMN03024610","Klebsiella pneumoniae",NA,"CAV1392","Homo sapiens",NA,"sputum",NA,"Clinical Microbiology University of Virginia Health System","USA:Virginia","2011-03",NA,"38.14 N 78.45 W",2011,"chromosome",NA
"NZ_CP010374.1","SAMN03067414","Enterobacter hormaechei subsp. steigerwaltii",NA,"34977","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2009",NA,"Unknown",2009,"plasmid",NA
"NZ_CP012170.1","SAMN03067414","Enterobacter hormaechei subsp. steigerwaltii",NA,"34977","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2009",NA,"Unknown",2009,"plasmid",NA
"NZ_CP010363.1","SAMN03067415","Enterobacter hormaechei subsp. xiangfangensis",NA,"34978","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"plasmid",NA
"NZ_CP010379.1","SAMN03067416","Enterobacter hormaechei subsp. hormaechei",NA,"34983","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2010",NA,"Unknown",2010,"plasmid",NA
"NZ_CP012168.1","SAMN03067417","Enterobacter hormaechei subsp. steigerwaltii",NA,"34998","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"plasmid",NA
"NZ_CP012169.1","SAMN03067417","Enterobacter hormaechei subsp. steigerwaltii",NA,"34998","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"plasmid",NA
"NZ_CP010387.1","SAMN03067418","Enterobacter hormaechei subsp. xiangfangensis",NA,"34399","Homo sapiens",NA,"excreted bodily substance",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"plasmid",NA
"NZ_CP012163.1","SAMN03067419","Enterobacter roggenkampii",NA,"35734","Homo sapiens",NA,"excreted bodily substance",NA,"Barry Kreiswirth","USA","2010",NA,"Unknown",2010,"plasmid",NA
"NZ_CP010362.1","SAMN03067421","Klebsiella pneumoniae",NA,"38544","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2012",NA,"Unknown",2012,"plasmid",NA
"NZ_CP010392.1","SAMN03067424","Klebsiella pneumoniae",NA,"34618","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"chromosome",NA
"NZ_CP010396.1","SAMN03067424","Klebsiella pneumoniae",NA,"34618","Homo sapiens",NA,"bodily fluid",NA,"Barry Kreiswirth","USA","2011",NA,"Unknown",2011,"plasmid",NA
"NZ_JXMX01000006.1","SAMN03067747","Escherichia coli 53C",NA,"53C",NA,NA,"chicken retail meat",NA,NA,"Netherlands: Utrecht","2010-05-10",NA,NA,2010,"plasmid",NA
"NZ_JXMX01000007.1","SAMN03067747","Escherichia coli 53C",NA,"53C",NA,NA,"chicken retail meat",NA,NA,"Netherlands: Utrecht","2010-05-10",NA,NA,2010,"plasmid",NA
"NZ_CP009579.1","SAMN03067748","Escherichia coli FAP1",NA,"FAP1",NA,NA,"Pig (faeces)",NA,NA,"Netherlands","2011-04-04",NA,NA,2011,"plasmid",NA
"NZ_CP009580.1","SAMN03067748","Escherichia coli FAP1",NA,"FAP1",NA,NA,"Pig (faeces)",NA,NA,"Netherlands","2011-04-04",NA,NA,2011,"plasmid",NA
"NZ_CP009473.1","SAMN03068727","Burkholderia pseudomallei MSHR840",NA,"MSHR840",NA,NA,"Human Brain Tissue",NA,NA,"Australia: Ipswitch","1999",NA,NA,1999,"chromosome",NA
"NZ_CP009477.1","SAMN03074056","Burkholderia pseudomallei MSHR2543",NA,"MSHR2543",NA,NA,"Unknown",NA,NA,"Australia","Unknown",NA,NA,NA,"chromosome",NA
"NZ_CP009534.1","SAMN03075316","Acinetobacter baumannii",NA,"Strain AbH12O-A2","Not applicable",NA,"Not applicable",NA,"Not applicable","Not applicable","Not applicable",NA,"Not applicable",NA,"chromosome",NA
"NZ_JRKV01000084.1","SAMN03075589","Escherichia coli",NA,"MRSN22624","Homo sapiens",NA,"Wound - sacrum",NA,"MRSN","USA","2014-05-01",NA,"Unknown",2014,"plasmid",NA
"NZ_JRKW01000020.1","SAMN03075590","Morganella morganii",NA,"MRSN22709","Homo sapiens",NA,"Wound - sacrum",NA,"MRSN","USA","2014-05-01",NA,"Unknown",2014,"plasmid",NA
"NZ_CP009537.1","SAMN03075610","Burkholderia pseudomallei K96243",NA,"K96243",NA,NA,"Human Clinical",NA,NA,"Thailand: Mahidol University (Siriraj Hospital and Mahidol-Oxford Research Unit)","1993",NA,NA,1993,"chromosome",NA
"NZ_CP009536.1","SAMN03075630","Burkholderia pseudomallei 7894",NA,"7894",NA,NA,"Human clinical",NA,NA,"Ecuador","1962",NA,NA,1962,"chromosome",NA
"NZ_CP009546.1","SAMN03075633","Burkholderia pseudomallei",NA,"MSHR668","Homo sapiens",NA,"blood",NA,"Menzies School of Health Research","Australia","1995",NA,"Unknown",1995,"chromosome",NA
"NZ_JRLA01000053.1","SAMN03075668","Escherichia coli",NA,"UMNturkey2","Meleagris gallopavo",NA,"cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_JROQ01000083.1","SAMN03075669","Escherichia coli",NA,"UMNturkey3",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_JRPZ01000079.1","SAMN03075670","Escherichia coli",NA,"UMNturkey4",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_JRQA01000080.1","SAMN03075671","Escherichia coli",NA,"UMNturkey5",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_JRQB01000027.1","SAMN03075672","Escherichia coli",NA,"UMNturkey6",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_CM003131.1","SAMN03075673","Escherichia coli",NA,"UMNturkey7",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_JRRF01000024.1","SAMN03075675","Klebsiella pneumoniae",NA,"UMNturkey9",NA,NA,"Turkey cecum",NA,NA,"USA","2012-07",NA,NA,2012,"plasmid",NA
"NZ_CP073712.1","SAMN03077634","Campylobacter jejuni",NA,"G1","Homo sapiens",NA,"Guillain Barre syndrome patient",NA,"missing","missing","missing",NA,"missing",NA,"chromosome",NA
"NZ_CP004369.1","SAMN03081457","Burkholderia pseudomallei MSHR520",NA,"MSHR520","Homo sapiens",NA,"blood",NA,NA,"Australia","1998",NA,NA,1998,"chromosome",NA
"NZ_CP006798.1","SAMN03081487","Klebsiella pneumoniae subsp. pneumoniae PittNDM01",NA,"PittNDM01",NA,NA,"urine",NA,NA,"USA",NA,NA,NA,NA,"chromosome",NA
"NZ_CP006799.1","SAMN03081487","Klebsiella pneumoniae subsp. pneumoniae PittNDM01",NA,"PittNDM01",NA,NA,"urine",NA,NA,"USA",NA,NA,NA,NA,"plasmid",NA
"NZ_CP006801.1","SAMN03081487","Klebsiella pneumoniae subsp. pneumoniae PittNDM01",NA,"PittNDM01",NA,NA,"urine",NA,NA,"USA",NA,NA,NA,NA,"plasmid",NA
"NZ_CP006802.1","SAMN03081487","Klebsiella pneumoniae subsp. pneumoniae PittNDM01",NA,"PittNDM01",NA,NA,"urine",NA,NA,"USA",NA,NA,NA,NA,"plasmid",NA
"NZ_CP006918.1","SAMN03081501","Klebsiella pneumoniae 30684/NJST258_2",NA,"30684/NJST258_2","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"chromosome",NA
"NZ_CP006919.1","SAMN03081501","Klebsiella pneumoniae 30684/NJST258_2",NA,"30684/NJST258_2","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"plasmid",NA
"NZ_CP006922.1","SAMN03081501","Klebsiella pneumoniae 30684/NJST258_2",NA,"30684/NJST258_2","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"plasmid",NA
"NZ_CP006924.1","SAMN03081502","Klebsiella pneumoniae 30660/NJST258_1",NA,"30660/NJST258_1","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"plasmid",NA
"NZ_CP006926.1","SAMN03081502","Klebsiella pneumoniae 30660/NJST258_1",NA,"30660/NJST258_1","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"plasmid",NA
"NZ_CP006928.1","SAMN03081502","Klebsiella pneumoniae 30660/NJST258_1",NA,"30660/NJST258_1","Homo sapiens",NA,"urinary tract infection",NA,NA,"USA","2010",NA,NA,2010,"plasmid",NA
"NZ_CP006963.1","SAMN03081512","Acinetobacter baumannii PKAB07",NA,"AB07","Homo sapiens",NA,"wound infection of a hospitalized patient",NA,NA,"India: Pondicherry",NA,NA,NA,NA,"chromosome",NA
"NZ_CP006980.1","SAMN03081515","Pseudomonas aeruginosa LESlike5",NA,"LESlike5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006981.1","SAMN03081516","Pseudomonas aeruginosa LESlike7",NA,"LESlike7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006982.1","SAMN03081517","Pseudomonas aeruginosa LES400",NA,"LES400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006983.1","SAMN03081518","Pseudomonas aeruginosa LESB65",NA,"LESB65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006984.1","SAMN03081519","Pseudomonas aeruginosa LESlike1",NA,"LESlike1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006985.1","SAMN03081520","Pseudomonas aeruginosa LESlike4",NA,"LESlike4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NC_022344.1","SAMN03081533","Pseudomonas aeruginosa PA96",NA,"PA96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plasmid",NA
"NZ_CP007224.1","SAMN03081533","Pseudomonas aeruginosa PA96",NA,"PA96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chromosome",NA
"NZ_CP006722.1","SAMN03097203","Klebsiella pneumoniae subsp. pneumoniae 1158",NA,"1158","Homo sapiens",NA,NA,"not collected",NA,"Taiwan","2002-04",NA,"missing",2002,"chromosome",NA
"NZ_CP004378.1","SAMN03097381","Burkholderia pseudomallei NAU35A-3",NA,"NAU35A-3",NA,NA,"soil",NA,NA,"Australia","2006",NA,NA,2006,"chromosome",NA
"NZ_CP004380.1","SAMN03097397","Burkholderia pseudomallei 1026b",NA,"1026b","Homo sapiens",NA,"Septicemic melioidosis patient blood sample",NA,NA,"Thailand","1993",NA,NA,1993,"chromosome",NA
"NZ_CP041354.1","SAMN03105739","Pseudomonas aeruginosa",NA,"AZPAE15042",NA,NA,"urinary tract infection",NA,NA,"Germany: Heidelberg","2012",NA,NA,2012,"chromosome",NA
"NZ_CP014948.1","SAMN03145716","Pseudomonas aeruginosa",NA,"N17-1",NA,NA,NA,"field",NA,"China: Haidian, Beijing","2013-06-15",NA,"39.95 N 116.30 E",2013,"chromosome",NA
"NZ_JTEP01000016.1","SAMN03160298","Enterobacter hormaechei subsp. xiangfangensis",NA,"MRSN 11489","Homo sapiens",NA,"groin wound",NA,"Walter Reed Army Institute of Research","USA: southwestern US","2012-08-30",NA,"missing",2012,"plasmid",NA
"NZ_CP010301.1","SAMN03216759","Campylobacter jejuni subsp. jejuni",NA,"00-0949","Homo sapiens",NA,"not applicable",NA,"Laboratoire Sante Publique de Quebec/Provincial Public Health Laboratory (LSPQ)","Canada: Quebec","2000-03-10",NA,"not collected",2000,"chromosome",NA
"NZ_CP010307.1","SAMN03216761","Campylobacter jejuni subsp. jejuni",NA,"00-6200","Homo sapiens",NA,"not applicable",NA,"Ontario Provincial Public Health Laboratory","Canada: Ontario","2000-07-18",NA,"not collected",2000,"chromosome",NA
"NZ_CP010072.1","SAMN03216762","Campylobacter jejuni subsp. jejuni",NA,"01-1512","Homo sapiens",NA,"not applicable",NA,"New Brunswick provincial laboratory","Canada: New Brunswick","2001-03-15",NA,"not collected",2001,"chromosome",NA
"NZ_CP010472.1","SAMN03246003","Campylobacter jejuni",NA,"CJ677CC002","Homo sapiens",NA,"blood",NA,NA,"Finland","2005",NA,NA,2005,"chromosome",NA
"NZ_CP010465.1","SAMN03246004","Campylobacter jejuni",NA,"CJ677CC008","Homo sapiens",NA,"blood",NA,NA,"Finland","2001",NA,NA,2001,"chromosome",NA
"NZ_CP010487.1","SAMN03246006","Campylobacter jejuni",NA,"CJ677CC012","Homo sapiens",NA,"blood",NA,NA,"Finland","2007",NA,NA,2007,"chromosome",NA
"NZ_CP010461.1","SAMN03246007","Campylobacter jejuni",NA,"CJ677CC013","Homo sapiens",NA,"blood",NA,NA,"Finland","2007",NA,NA,2007,"chromosome",NA
"NZ_CP010502.1","SAMN03246008","Campylobacter jejuni",NA,"CJ677CC014","Homo sapiens",NA,"blood",NA,NA,"Finland","1999",NA,NA,1999,"chromosome",NA
"NZ_CP010481.1","SAMN03246009","Campylobacter jejuni",NA,"CJ677CC016","Homo sapiens",NA,"blood",NA,NA,"Finland","2000",NA,NA,2000,"chromosome",NA
"NZ_CP010467.1","SAMN03246010","Campylobacter jejuni",NA,"CJ677CC024","Homo sapiens",NA,"blood",NA,NA,"Finland","2006",NA,NA,2006,"chromosome",NA
"NZ_CP010470.1","SAMN03246011","Campylobacter jejuni",NA,"CJ677CC026","Homo sapiens",NA,"blood",NA,NA,"Finland","1998",NA,NA,1998,"chromosome",NA
"NZ_CP010496.1","SAMN03246012","Campylobacter jejuni",NA,"CJ677CC032","Homo sapiens",NA,"blood",NA,NA,"Finland","2001",NA,NA,2001,"chromosome",NA
"NZ_CP010497.1","SAMN03246013","Campylobacter jejuni",NA,"CJ677CC033","Homo sapiens",NA,"blood",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010484.1","SAMN03246014","Campylobacter jejuni",NA,"CJ677CC034","Homo sapiens",NA,"blood",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010479.1","SAMN03246015","Campylobacter jejuni",NA,"CJ677CC036","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010503.1","SAMN03246016","Campylobacter jejuni",NA,"CJ677CC039","Homo sapiens",NA,"blood",NA,NA,"Finland","2001",NA,NA,2001,"chromosome",NA
"NZ_CP010510.1","SAMN03246017","Campylobacter jejuni",NA,"CJ677CC040","Homo sapiens",NA,"blood",NA,NA,"Finland","2001",NA,NA,2001,"chromosome",NA
"NZ_CP010482.1","SAMN03246018","Campylobacter jejuni",NA,"CJ677CC041","Homo sapiens",NA,"blood",NA,NA,"Finland","2001",NA,NA,2001,"chromosome",NA
"NZ_CP010459.1","SAMN03246019","Campylobacter jejuni",NA,"CJ677CC047","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010505.1","SAMN03246020","Campylobacter jejuni",NA,"CJ677CC052","Homo sapiens",NA,"blood",NA,NA,"Finland","2007",NA,NA,2007,"chromosome",NA
"NZ_CP010460.1","SAMN03246021","Campylobacter jejuni",NA,"CJ677CC058","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010494.1","SAMN03246022","Campylobacter jejuni",NA,"CJ677CC059","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010511.1","SAMN03246023","Campylobacter jejuni",NA,"CJ677CC061","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010493.1","SAMN03246024","Campylobacter jejuni",NA,"CJ677CC062","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010468.1","SAMN03246025","Campylobacter jejuni",NA,"CJ677CC064","Homo sapiens",NA,"blood",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010475.1","SAMN03246026","Campylobacter jejuni",NA,"CJ677CC073","Homo sapiens",NA,"blood",NA,NA,"Finland","1999",NA,NA,1999,"chromosome",NA
"NZ_CP010507.1","SAMN03246027","Campylobacter jejuni",NA,"CJ677CC078","Homo sapiens",NA,"blood",NA,NA,"Finland","2005",NA,NA,2005,"chromosome",NA
"NZ_CP010504.1","SAMN03246028","Campylobacter jejuni",NA,"CJ677CC085","Homo sapiens",NA,"blood",NA,NA,"Finland","1998",NA,NA,1998,"chromosome",NA
"NZ_CP010485.1","SAMN03246029","Campylobacter jejuni",NA,"CJ677CC086","Homo sapiens",NA,"blood",NA,NA,"Finland","1999",NA,NA,1999,"chromosome",NA
"NZ_CP010488.1","SAMN03246030","Campylobacter jejuni",NA,"CJ677CC092","Homo sapiens",NA,"blood",NA,NA,"Finland","2004",NA,NA,2004,"chromosome",NA
"NZ_CP010464.1","SAMN03246031","Campylobacter jejuni",NA,"CJ677CC094","Homo sapiens",NA,"blood",NA,NA,"Finland","2006",NA,NA,2006,"chromosome",NA
"NZ_CP010486.1","SAMN03246032","Campylobacter jejuni",NA,"CJ677CC095","Homo sapiens",NA,"blood",NA,NA,"Finland","2007",NA,NA,2007,"chromosome",NA
"NZ_CP010462.1","SAMN03246033","Campylobacter jejuni",NA,"CJ677CC100","Homo sapiens",NA,"blood",NA,NA,"Finland","2006",NA,NA,2006,"chromosome",NA
"NZ_CP010471.1","SAMN03246034","Campylobacter jejuni",NA,"CJ677CC519","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010501.1","SAMN03246035","Campylobacter jejuni",NA,"CJ677CC520","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010476.1","SAMN03246036","Campylobacter jejuni",NA,"CJ677CC521","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010463.1","SAMN03246037","Campylobacter jejuni",NA,"CJ677CC522","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010508.1","SAMN03246038","Campylobacter jejuni",NA,"CJ677CC523","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010480.1","SAMN03246039","Campylobacter jejuni",NA,"CJ677CC524","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010469.1","SAMN03246040","Campylobacter jejuni",NA,"CJ677CC525","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010477.1","SAMN03246041","Campylobacter jejuni",NA,"CJ677CC526","Homo sapiens",NA,"feces",NA,NA,"Finland","1999",NA,NA,1999,"chromosome",NA
"NZ_CP010506.1","SAMN03246042","Campylobacter jejuni",NA,"CJ677CC527","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010500.1","SAMN03246043","Campylobacter jejuni",NA,"CJ677CC528","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010491.1","SAMN03246044","Campylobacter jejuni",NA,"CJ677CC529","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010489.1","SAMN03246045","Campylobacter jejuni",NA,"CJ677CC530","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010492.1","SAMN03246046","Campylobacter jejuni",NA,"CJ677CC531","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010490.1","SAMN03246047","Campylobacter jejuni",NA,"CJ677CC532","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010458.1","SAMN03246048","Campylobacter jejuni",NA,"CJ677CC533","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010473.1","SAMN03246049","Campylobacter jejuni",NA,"CJ677CC534","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010483.1","SAMN03246050","Campylobacter jejuni",NA,"CJ677CC535","Homo sapiens",NA,"feces",NA,NA,"Finland","2003",NA,NA,2003,"chromosome",NA
"NZ_CP010474.1","SAMN03246051","Campylobacter jejuni",NA,"CJ677CC536","Homo sapiens",NA,"feces",NA,NA,"Finland","2003",NA,NA,2003,"chromosome",NA
"NZ_CP010498.1","SAMN03246052","Campylobacter jejuni",NA,"CJ677CC537","Homo sapiens",NA,"feces",NA,NA,"Finland","2003",NA,NA,2003,"chromosome",NA
"NZ_CP010495.1","SAMN03246053","Campylobacter jejuni",NA,"CJ677CC538","Homo sapiens",NA,"feces",NA,NA,"Finland","2006",NA,NA,2006,"chromosome",NA
"NZ_CP010457.1","SAMN03246054","Campylobacter jejuni",NA,"CJ677CC539","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010509.1","SAMN03246055","Campylobacter jejuni",NA,"CJ677CC540","Homo sapiens",NA,"feces",NA,NA,"Finland","1996",NA,NA,1996,"chromosome",NA
"NZ_CP010466.1","SAMN03246056","Campylobacter jejuni",NA,"CJ677CC541","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010499.1","SAMN03246057","Campylobacter jejuni",NA,"CJ677CC542","Homo sapiens",NA,"feces",NA,NA,"Finland","2002",NA,NA,2002,"chromosome",NA
"NZ_CP010781.1","SAMN03248539","Acinetobacter baumannii",NA,NA,"Homo sapiens",NA,"unknown",NA,"Nottingham University Hospital","United Kingdom: Nottingham","1982",NA,"52.9 N 1.1 W",1982,"chromosome",NA
"NZ_CP052761.1","SAMN03252408","Klebsiella pneumoniae",NA,"XH210","Homo sapiens",NA,"blood from patient with pneumonia",NA,"Yunsong Yu","China:Hangzhou","2013-12-15",NA,"30.256769 N 120.201838 E",2013,"chromosome",NA
"NZ_CP052762.1","SAMN03252408","Klebsiella pneumoniae",NA,"XH210","Homo sapiens",NA,"blood from patient with pneumonia",NA,"Yunsong Yu","China:Hangzhou","2013-12-15",NA,"30.256769 N 120.201838 E",2013,"plasmid",NA
"NZ_CP052763.1","SAMN03252408","Klebsiella pneumoniae",NA,"XH210","Homo sapiens",NA,"blood from patient with pneumonia",NA,"Yunsong Yu","China:Hangzhou","2013-12-15",NA,"30.256769 N 120.201838 E",2013,"plasmid",NA
"NZ_CP010116.1","SAMN03252409","Escherichia coli",NA,"C1","cow",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"chromosome",NA
"NZ_CP010137.1","SAMN03252420","Escherichia coli",NA,"D2","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"chromosome",NA
"NZ_CP010138.1","SAMN03252420","Escherichia coli",NA,"D2","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
"NZ_CP010141.1","SAMN03252421","Escherichia coli",NA,"D3","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
"NZ_CP010142.1","SAMN03252421","Escherichia coli",NA,"D3","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
"NZ_CP010143.1","SAMN03252422","Escherichia coli",NA,"D4","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"chromosome",NA
"NZ_CP010146.1","SAMN03252423","Escherichia coli",NA,"D5","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
"NZ_CP010149.1","SAMN03252424","Escherichia coli",NA,"D6","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
"NZ_CP010150.1","SAMN03252425","Escherichia coli",NA,"D7","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"chromosome",NA
"NZ_CP010154.1","SAMN03252427","Escherichia coli",NA,"D9","dog",NA,NA,"live_animal",NA,"missing","missing",NA,"missing",NA,"plasmid",NA
